GEOID,var,est,moe,type,description,source
13059150600,Trn_pub,102,63,count,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059150600,Trn_taxi,109,92,count,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059150600,Trn_walk,66,89,count,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Age05,124,81,count,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Age18_24,992,380,count,Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Age18_64,3088,543,count,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059150701,AgeO65,596,140,count,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059150701,AgeU18,616,208,count,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ed_ba,617,222,count,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ed_hsgrad,495,248,count,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ed_lesshs,194,111,count,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ed_ma,254,138,count,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ed_prof_doc,348,112,count,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ed_somecol,949,257,count,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Empl_labor,2518,400,count,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Empl_unemp,117,84,count,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059150701,HInsur_FBNat,159,87,count,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059150701,HInsur_FBNC,250,149,count,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059150701,HInsur_Nat,3432,574,count,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059150701,HousOwn,1755,336,count,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150701,HousRent,2545,580,count,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Inc_10K,187,132,count,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059150701,Inc_200K,39,31,count,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059150701,Inc100K_149K,199,97,count,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059150701,Inc10K_24K,481,199,count,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059150701,Inc150K_199K,113,56,count,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059150701,Inc25K_49K,688,267,count,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059150701,Inc50K_74K,270,114,count,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059150701,Inc75K_99K,191,98,count,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_ag,12,20,count,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_arts,359,222,count,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_const,36,58,count,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_edhlth,1017,304,count,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_finan,16,27,count,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_info,0,14,count,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_manf,116,94,count,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_other,94,117,count,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_prof,438,219,count,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_pubad,63,54,count,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_retail,246,114,count,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_trans,12,23,count,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059150701,Ind_whlsl,120,77,count,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Inet_any,2094,236,count,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Inet_broad,1737,243,count,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Pov_Ov65,596,119,count,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Pov_Und18,616,279,count,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Rce_AI,0,14,count,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Rce_AsnNH,118,96,count,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Rce_BlkNH,950,352,count,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Rce_Hisp,231,213,count,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Rce_HPI,0,14,count,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Rce_OthNH,15,24,count,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Rce_WhtNH,2836,450,count,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Rent30,856,305,count,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Sch_grad,312,165,count,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Sch_Kpre,50,49,count,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Sch_ugrad,353,239,count,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Trn_car,1768,363,count,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059150701,Trn_carpool,456,295,count,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Trn_home,161,103,count,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Trn_noveh,149,132,count,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Trn_pub,0,14,count,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059150701,Trn_taxi,20,25,count,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059150701,Trn_walk,0,14,count,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Age05,59,40,count,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Age18_24,58,57,count,Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Age18_64,941,279,count,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059150702,AgeO65,256,111,count,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059150702,AgeU18,262,141,count,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ed_ba,199,114,count,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ed_hsgrad,151,75,count,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ed_lesshs,56,73,count,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ed_ma,250,172,count,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ed_prof_doc,165,108,count,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ed_somecol,310,171,count,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Empl_labor,732,308,count,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Empl_unemp,56,73,count,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059150702,HInsur_FBNat,42,50,count,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059150702,HInsur_FBNC,48,53,count,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059150702,HInsur_Nat,1283,352,count,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059150702,HousOwn,966,336,count,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150702,HousRent,493,320,count,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Inc_10K,22,34,count,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059150702,Inc_200K,0,14,count,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059150702,Inc100K_149K,118,75,count,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059150702,Inc10K_24K,78,64,count,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059150702,Inc150K_199K,125,123,count,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059150702,Inc25K_49K,70,57,count,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059150702,Inc50K_74K,133,95,count,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059150702,Inc75K_99K,50,41,count,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_ag,18,29,count,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_arts,23,40,count,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_const,104,124,count,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_edhlth,218,154,count,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_finan,0,14,count,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_info,0,14,count,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_manf,35,40,count,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_other,25,41,count,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_prof,153,110,count,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_pubad,57,59,count,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_retail,30,31,count,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_trans,90,91,count,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059150702,Ind_whlsl,0,14,count,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Inet_any,574,129,count,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Inet_broad,538,142,count,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Pov_Ov65,256,129,count,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Pov_Und18,262,161,count,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Rce_AI,0,14,count,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Rce_AsnNH,22,36,count,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Rce_BlkNH,515,355,count,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Rce_Hisp,81,102,count,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Rce_HPI,0,14,count,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Rce_OthNH,0,14,count,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Rce_WhtNH,841,324,count,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Rent30,84,62,count,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Sch_grad,146,102,count,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Sch_Kpre,14,28,count,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Sch_ugrad,122,101,count,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Trn_car,423,173,count,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059150702,Trn_carpool,130,92,count,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Trn_home,183,132,count,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Trn_noveh,0,14,count,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Trn_pub,0,14,count,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059150702,Trn_taxi,17,28,count,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059150702,Trn_walk,0,14,count,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Age05,582,264,count,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Age18_24,683,389,count,Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Age18_64,4246,651,count,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059150800,AgeO65,881,204,count,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059150800,AgeU18,1580,377,count,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ed_ba,1049,304,count,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ed_hsgrad,810,300,count,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ed_lesshs,163,100,count,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ed_ma,830,265,count,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ed_prof_doc,550,180,count,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ed_somecol,1074,280,count,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Empl_labor,3671,571,count,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Empl_unemp,82,82,count,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059150800,HInsur_FBNat,216,143,count,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059150800,HInsur_FBNC,56,60,count,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059150800,HInsur_Nat,5958,835,count,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059150800,HousOwn,4617,863,count,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150800,HousRent,2076,505,count,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Inc_10K,107,81,count,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059150800,Inc_200K,112,71,count,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059150800,Inc100K_149K,636,239,count,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059150800,Inc10K_24K,190,109,count,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059150800,Inc150K_199K,107,86,count,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059150800,Inc25K_49K,598,233,count,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059150800,Inc50K_74K,328,148,count,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059150800,Inc75K_99K,496,167,count,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_ag,0,20,count,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_arts,262,166,count,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_const,57,52,count,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_edhlth,1476,387,count,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_finan,136,93,count,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_info,18,29,count,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_manf,430,176,count,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_other,88,76,count,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_prof,423,150,count,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_pubad,16,27,count,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_retail,450,225,count,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_trans,302,185,count,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059150800,Ind_whlsl,160,133,count,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Inet_any,2510,271,count,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Inet_broad,2276,293,count,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Pov_Ov65,881,147,count,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Pov_Und18,1580,408,count,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Rce_AI,1,3,count,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Rce_AsnNH,0,20,count,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Rce_BlkNH,2247,536,count,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Rce_Hisp,615,483,count,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Rce_HPI,0,20,count,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Rce_OthNH,0,20,count,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Rce_WhtNH,3820,502,count,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Rent30,291,153,count,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Sch_grad,76,61,count,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Sch_Kpre,196,106,count,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Sch_ugrad,399,179,count,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Trn_car,3023,572,count,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059150800,Trn_carpool,227,116,count,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Trn_home,294,154,count,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Trn_noveh,59,55,count,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Trn_pub,119,120,count,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059150800,Trn_taxi,40,42,count,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059150800,Trn_walk,44,68,count,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Age05,526,253,count,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Age18_24,446,225,count,Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Age18_64,2632,399,count,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059150900,AgeO65,549,112,count,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059150900,AgeU18,1050,315,count,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ed_ba,773,189,count,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ed_hsgrad,263,113,count,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ed_lesshs,53,43,count,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ed_ma,606,211,count,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ed_prof_doc,441,129,count,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ed_somecol,671,185,count,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Empl_labor,1999,339,count,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Empl_unemp,142,102,count,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059150900,HInsur_FBNat,75,48,count,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059150900,HInsur_FBNC,145,99,count,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059150900,HInsur_Nat,3819,650,count,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059150900,HousOwn,2607,670,count,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150900,HousRent,1624,431,count,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Inc_10K,178,122,count,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059150900,Inc_200K,126,83,count,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059150900,Inc100K_149K,327,105,count,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059150900,Inc10K_24K,179,132,count,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059150900,Inc150K_199K,174,64,count,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059150900,Inc25K_49K,243,91,count,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059150900,Inc50K_74K,283,98,count,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059150900,Inc75K_99K,220,89,count,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_ag,0,14,count,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_arts,165,99,count,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_const,46,31,count,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_edhlth,936,219,count,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_finan,94,52,count,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_info,11,14,count,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_manf,187,94,count,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_other,61,44,count,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_prof,206,79,count,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_pubad,83,90,count,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_retail,137,74,count,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_trans,48,35,count,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059150900,Ind_whlsl,58,41,count,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Inet_any,1589,211,count,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Inet_broad,1388,215,count,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Pov_Ov65,549,76,count,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Pov_Und18,1050,347,count,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Rce_AI,6,11,count,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Rce_AsnNH,97,94,count,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Rce_BlkNH,1277,628,count,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Rce_Hisp,140,111,count,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Rce_HPI,0,14,count,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Rce_OthNH,12,20,count,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Rce_WhtNH,2676,367,count,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Rent30,287,160,count,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Sch_grad,390,221,count,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Sch_Kpre,132,96,count,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Sch_ugrad,179,141,count,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Trn_car,1626,266,count,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059150900,Trn_carpool,239,130,count,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Trn_home,88,47,count,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Trn_noveh,13,18,count,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Trn_pub,12,14,count,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059150900,Trn_taxi,35,38,count,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059150900,Trn_walk,0,14,count,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059000100,Age05_p,1.57,1.88,pct,Percent Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059000100,Age18_24_p,84.03,14.44,pct,Percent Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059000100,Age18_64_p,96.55,14.76,pct,Percent Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059000100,AgeO65_p,1.53,2.2,pct,Percent Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059000100,AgeU18_p,1.92,2.16,pct,Percent Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059000100,Ed_ba_p,24.51,13.09,pct,Percent Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059000100,Ed_hsgrad_p,12.26,8.08,pct,Percent Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059000100,Ed_lesshs_p,6.13,3.34,pct,Percent Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
