Customer #,Full Name,DBA Name,Full Primary Address,Full Mailing Address,Work Phone #,NAICS Description
77086,RTM GEORGIA LLC,ARBYS RESTAURANT GROUP #255,2362 W BROAD ST ATHENS  GA 30606,3 GLENLAKE PKWY NE ATLANTA  GA 30328,(678) 514-4199,LIMITED-SERVICE EATING PLACE
74659,SABRIN INC,DAIRY QUEEN,376  OAK ST ATHENS  GA 30601,376  OAK ST ATHENS  GA 30601,(706) 208-0507,LIMITED-SERVICE EATING PLACE
132438,SCOVILLE RESTAURANT GROUP LLC,SCOVILLE HOT CHICKEN,311 E BROAD ST ATHENS  GA 30601,3651 PEACHTREE PKWY #E272 SUWANEE  GA 30024,(678) 710-4447,LIMITED-SERVICE EATING PLACE
77236,SPFS INC,CAPTAIN D'S SEAFOOD #17,425 PRINCE AVE ATHENS  GA 30601,PO BOX 1537 MADISON  TN 37116,(706) 548-8380,LIMITED-SERVICE EATING PLACE
77884,SPFS INC,CAPTAIN D'S SEAFOOD #6,3597 ATLANTA HWY ATHENS  GA 30606,PO BOX 1537 MADISON  TN 37116,(706) 548-8395,LIMITED-SERVICE EATING PLACE
79080,STARBUCKS COFFEE #8327,STARBUCKS COFFEE #8327,100 COLLEGE AVE ATHENS  GA 30601-2805,PO BOX 34442 TAX 2 SEATTLE  WA 98124,(206) 318-8705,LIMITED-SERVICE EATING PLACE
76163,STARBUCKS CORP,STARBUCKS COFFEE #11174,10 HUNTINGTON RD ATHENS  GA 30606,PO BOX 34442 TAX 2 SEATTLE  WA 98124,(206) 318-8705,LIMITED-SERVICE EATING PLACE
125782,STARBUCKS CORPORATION,STARBUCKS COFFEE #29212,196 ALPS RD ATHENS  GA 30606,PO BOX 34442 TAX-2 SEATTLE  WA 98124,(206) 318-8705,LIMITED-SERVICE EATING PLACE
125359,SUMMIT RESTAURANT DEVELOPMENT LLC,HARDEES #1506361,4365 LEXINGTON RD ATHENS  GA 30605,7490 CLUBHOUSE RD 2ND FLOOR BOULDER  CO 80301-3720,(706) 395-2496,LIMITED-SERVICE EATING PLACE
131525,THE ATHENS CHATTANOOGA GROUP LLC,BEN & JERRY'S,105 COLLEGE AVE ATHENS  GA 30601,PO BOX 935 PITTSBORO  NC 27312,(919) 608-3754,LIMITED-SERVICE EATING PLACE
77276,THE TACO STAND,THE TACO STAND,670 N MILLEDGE AVE ATHENS  GA 30601,245 THREE OAKS DR ATHENS  GA 30607-2288,(706) 549-2894,LIMITED-SERVICE EATING PLACE
76801,TUMBLIN CO,CICI'S PIZZA,3190 ATLANTA HWY SUITE 5 ATHENS  GA 30606-3377,3190 ATLANTA HWY SUITE 5 ATHENS  GA 30606-3377,(706) 613-2424,LIMITED-SERVICE EATING PLACE
77289,VARSITY DRIVE IN OF GA INC,THE VARSITY,1000 W BROAD ST ATHENS  GA 30606,3550 GEORGE BUSBEE PKWY SUITE 210 KENNESAW  GA 30144,(706) 548-6325,LIMITED-SERVICE EATING PLACE
75284,WALKERS PUB INC,WALKERS PUB AND COFFEE,128 COLLEGE AVE ATHENS  GA 30601,PO BOX 227 ATHENS  GA 30603,(706) 543-1433,LIMITED-SERVICE EATING PLACE
76833,WHITE TIGER GOURMET FOOD & CHO,WHITE TIGER GOURMET FOOD & CHO,217 HIAWASSEE AVE ATHENS  GA 30601,217 HIAWASSEE AVE ATHENS  GA 30601,(404) 805-0319,LIMITED-SERVICE EATING PLACE
78906,ZAX INC,ZAXBY'S #100600,2100 BARNETT SHOALS RD ATHENS  GA 30605,1040 FOUNDERS BLVD BLDG 500 ATHENS  GA 30606-6138,(706) 546-4224,LIMITED-SERVICE EATING PLACE
74684,ZAX INC,ZAXBYS #101500,2255 W BROAD ST ATHENS  GA 30606-3430,1040 FOUNDERS BLVD SUITE 500 ATHENS  GA 30606-6138,(706) 433-0073,LIMITED-SERVICE EATING PLACE
78905,ZAX INC,ZAXBY'S #105500,3704 ATLANTA HWY ATHENS  GA 30606,1040 FOUNDERS BLVD BLDG 500 ATHENS  GA 30606-6138,(706) 433-2200,LIMITED-SERVICE EATING PLACE
79071,ZAX INC,ZAXBY'S #105700,820 HULL RD ATHENS  GA 30601,1040 FOUNDERS BLVD BLDG 500 ATHENS  GA 30606-6138,(706) 433-2200,LIMITED-SERVICE EATING PLACE
79431,ZOOKEEPER LLC,CHICK-FIL-A AT BEECHWOOD SHOP,196 ALPS RD SUITE 8 ATHENS  GA 30606,196 ALPS RD SUITE 6 ATHENS  GA 30606,(800) 237-2677,LIMITED-SERVICE EATING PLACE
114523,ZOOKEEPER LLC,CHICK-FIL-A INC,1870 BARNETT SHOALS RD ATHENS  GA 30605,1870 BARNETT SHOALS RD ATHENS  GA 30605,(706) 549-0111,LIMITED-SERVICE EATING PLACE
98749,STEPHENS LIMOUSINE SERVICE,STEPHENS LIMOUSINE SERVICE,2525 ATLANTA HWY ATHENS  GA 30606,2525 ATLANTA HWY ATHENS  GA 30606,(706) 353-6248,LIMOUSINE SERVICE
77556,SAMS EAST INC,TOM'S LIQUOR #8194,4365 ATLANTA HWY STE #A ATHENS  GA 30606,702 SW    8TH ST DEPT 8916 BENTONVILLE  AR 72716-6209,(706) 548-3666,LIQUOR PACKAGE/SUNDAY SALES
77753,NORTHEAST GA LIVESTOCK LLC,NORTHEAST GA LIVESTOCK,1200 WINTERVILLE RD ATHENS  GA 30605,PO BOX 80062 ATHENS  GA 30608,(706) 549-4790,LIVESTOCK WHOLESALERS
102339,NORTHEAST GEORGIA LIVESTOCK LLC,NORTHEAST GEORGIA LIVESTOCK LLC,1200 WINTERVILLE RD ATHENS  GA 30605,PO BOX 80062 ATHENS  GA 30608,(706) 549-4790,LIVESTOCK WHOLESALERS
133480,BEST ELITE TRUCKING LLC,BEST ELITE TRUCKING LLC,675 CLUB DR ATHENS  GA 30607,675 CLUB DR ATHENS  GA 30607,(706) 201-3182,LOCAL GENERAL FREIGHT TRUCKING
132662,BRUNO & SON'S TRUCKING INC,BRUNO & SON'S TRUCKING INC,488 RIVER CHASE DR ATHENS  GA 30606-4570,488 RIVER CHASE DR ATHENS  GA 30606-4570,(786) 651-4937,LOCAL GENERAL FREIGHT TRUCKING
127679,COSBY TRUCKING,COSBY TRUCKING,221  GILLELAND  DR ATHENS  GA 30606,221  GILLELAND  DR ATHENS  GA 30606,(706) 255-7539,LOCAL GENERAL FREIGHT TRUCKING
128584,DARDEN TRUCKING,DARDEN TRUCKING,225 COLIMA AVE ATHENS  GA 30606-3507,225 COLIMA AVE ATHENS  GA 30606-3507,(706) 308-5885,LOCAL GENERAL FREIGHT TRUCKING
134252,FEED THE FAMILY LOGISTICS,FEED THE FAMILY LOGISTICS,103 WINDING BROOK TRL WINTERVILLE  GA 30683,103 WINDING BROOK TRL WINTERVILLE  GA 30683,(706) 461-9272,LOCAL GENERAL FREIGHT TRUCKING
127641,HD TRUCKING LLC,HD TRUCKING LLC,201 SWEETGUM WAY ATHENS  GA 30601,201 SWEETGUM WAY ATHENS  GA 30601,(706) 340-2404,LOCAL GENERAL FREIGHT TRUCKING
132445,IRT CARRIERS LLC,IRT CARRIERS,220 PROVIDENCE RD ATHENS  GA 30606-1930,220 PROVIDENCE RD ATHENS  GA 30606-1930,(706) 224-1189,LOCAL GENERAL FREIGHT TRUCKING
127638,LARRY JOHNSON TRUCKING LLC,LARRY JOHNSON TRUCKING LLC,980 NOWHERE RD ATHENS  GA 30601,980 NOWHERE RD ATHENS  GA 30601,(706) 410-5833,LOCAL GENERAL FREIGHT TRUCKING
125693,MDT TRUCKING,MDT TRUCKING,238 EVANS ST ATHENS  GA 30606,238 EVANS ST ATHENS  GA 30606,(706) 621-1303,LOCAL GENERAL FREIGHT TRUCKING
133737,MINES FAMILY TRUCKING LLC,MINES FAMILY TRUCKING LLC,265 HANOVER DR BOGART  GA 30622,265 HANOVER DR BOGART  GA 30622,(404) 391-6289,LOCAL GENERAL FREIGHT TRUCKING
96382,P & Y TRUCKING LLC,P & Y TRUCKING LLC,217 SAXON WOODS DR ATHENS  GA 30607-1609,217 SAXON WOODS DR ATHENS  GA 30607-1609,(706) 543-3220,LOCAL GENERAL FREIGHT TRUCKING
74962,RICHARDS TRANSPORT,RICHARDS TRANSPORT,280 BRICKLEBERRY RDG ATHENS  GA 30605-5715,280 BRICKLEBERRY RDG ATHENS  GA 30605-5715,(706) 340-8344,LOCAL GENERAL FREIGHT TRUCKING
95227,SAIAMOTOR FREIGHTLINE LLC,SAIAMOTOR FREIGHTLINE LLC,2710 DANIELSVILLE RD ATHENS  GA 30601-1030,11465 JOHNS CREEK PKWY SUITE 400 JOHNS CREEK  GA 30097,(706) 353-8343,LOCAL GENERAL FREIGHT TRUCKING
133895,SHEAD TRANSPORT LLC,SHEAD TRANSPORT LLC,393 TOWNSHIP LN ATHENS  GA 30606,393 TOWNSHIP LN ATHENS  GA 30606,(229) 364-4740,LOCAL GENERAL FREIGHT TRUCKING
130760,SIMISTER TRANSPORTATION LLC,SIMISTER TRANSPORTATION LLC,103 OLD FORT RD ATHENS  GA 30606-1435,103 OLD FORT RD ATHENS  GA 30606-1435,(706) 338-9984,LOCAL GENERAL FREIGHT TRUCKING
133710,SMC TRANSPORT SOLUTIONS,SMC TRANSPORT SOLUTIONS,211 ACADIA DR ATHENS  GA 30607,211 ACADIA DR ATHENS  GA 30607,(770) 896-7397,LOCAL GENERAL FREIGHT TRUCKING
129056,SSG FREIGHT LLC,SSG FREIGHT LLC,401 BEAVER POINTE DR WINTERVILLE  GA 30683,401 BEAVER POINTE DR WINTERVILLE  GA 30683,(706) 351-1835,LOCAL GENERAL FREIGHT TRUCKING
132713,STEWART LOGISTICAL INDUSTRIES LLC,STEWART LOGISTICAL INDUSTRIES LLC,488 RIVER CHASE DR ATHENS  GA 30606-4570,488 RIVER CHASE DR ATHENS  GA 30606-4570,(786) 651-4937,LOCAL GENERAL FREIGHT TRUCKING
133767,VYBES TRUCKING LLC,VYBES TRUCKING LLC,355 SARAH DR ATHENS  GA 30606,355 SARAH DR ATHENS  GA 30606,(706) 424-8173,LOCAL GENERAL FREIGHT TRUCKING
95178,WATSON TRUCKING INC,WATSON TRUCKING INC,150 MAXEY BLVD ATHENS  GA 30607,PO BOX 12 BOGART  GA 30622,,LOCAL GENERAL FREIGHT TRUCKING
134104,WHITE A WAY 2017 LLC,WHITE A WAY 2017 LLC,117 BRISTOL WOODS DR ATHENS  GA 30606,117 BRISTOL WOODS DR ATHENS  GA 30606,(706) 308-8602,LOCAL GENERAL FREIGHT TRUCKING
133152,WOOD TRUCK LINES LLC,WOOD TRUCK LINES LLC,145 NEWTON BRIDGE IND WAY ATHENS  GA 30607,145 NEWTON BRIDGE IND WAY ATHENS  GA 30607,(706) 354-8948,LOCAL GENERAL FREIGHT TRUCKING
76298,CAREAWAY CAKES & GIFTS,CAREAWAY CAKES & GIFTS,265 HELICAN SPRING RD ATHENS  GA 30601,265 HELICAN SPRINGS RD ATHENS  GA 30601-1089,(706) 410-2253,LOCAL MESSENGERS & LOCAL DELIV
79078,FEDERAL EXPRESS CORP #A2042,FEDERAL EXPRESS CORP #A2042,1090 MITCHELL BRIDGE RD ATHENS  GA 30606,PO BOX 8000 ATTN: BUSINESS LICENSES LLC MONSEY  NY 10952,(845) 356-8390 X155,LOCAL MESSENGERS & LOCAL DELIV
132555,706 TRUCKING LIMITED CO LLC,706 TRUCKING LIMITED CO LLC,108 HARVEST WAY ATHENS  GA 30607,108 HARVEST WAY ATHENS  GA 30607,(470) 226-4916,LONG-DISTANCE GENERAL FREIGHT
78934,ADAMS MOTOR EXPRESS INC,ADAMS MOTOR EXPRESS INC,440 ATHENA DR ATHENS  GA 30601-1617,PO BOX 450 CARNESVILLE  GA 30521,(706) 384-4533,LONG-DISTANCE GENERAL FREIGHT
134137,ALL IN ONE TOWING LLC,ALL IN ONE TOWING LLC,129 HEMLOCK DR ATHENS  GA 30601-1016,129 HEMLOCK DR ATHENS  GA 30601-1016,(404) 542-4207,LONG-DISTANCE GENERAL FREIGHT
92812,AMERITRANS INC,AMERITRANS INC,105 WESTPARK DR SUITE B2 ATHENS  GA 30606-3174,PO BOX 48242 ATHENS  GA 30604,(706) 546-4545,LONG-DISTANCE GENERAL FREIGHT
74782,BEST WAY TRANSPORTATION INC,BEST WAY TRANSPORTATION INC,1460 DANIELSVILLE RD ATHENS  GA 30601-1310,PO BOX 81005 ATHENS  GA 30608,(706) 548-4025,LONG-DISTANCE GENERAL FREIGHT
132176,C L SERVICES INC,C L SERVICES,314 E WASHINGTON ST ATHENS  GA 30601,4245 INTERNATIONAL PKWY #125 ATLANTA  GA 30354,(678) 538-2608,LONG-DISTANCE GENERAL FREIGHT
78916,ESTES EXPRESS LINES,ESTES EXPRESS LINES,855 NEWTON BRIDGE RD ATHENS  GA 30607,PO BOX 25612 RICHMOND  VA 23260,(804) 353-1900,LONG-DISTANCE GENERAL FREIGHT
133249,F AND S LLC,F AND S TRUCKING,261 HIGHLAND PARK DR ATHENS  GA 30601-3579,261 HIGHLAND PARK DR ATHENS  GA 30601-3579,(706) 206-7490,LONG-DISTANCE GENERAL FREIGHT
133160,JG DELIVERY LLC,JG DELIVERY LLC,147 SAYEMORE DR ATHENS  GA 30601-1352,147 SAYEMORE DR ATHENS  GA 30601-1352,(470) 547-1276,LONG-DISTANCE GENERAL FREIGHT
132206,JOHN R TRANSPORT LLC,JOHN R TRANSPORT,620 TIMOTHY RD ATHENS  GA 30606-4438,620 TIMOTHY RD ATHENS  GA 30606-4438,(706) 340-8345,LONG-DISTANCE GENERAL FREIGHT
133090,LEO QUALITY TRUCKING LLC,LEO QUALITY TRUCKING LLC,280 MARLBOROUGH DOWNS RD ATHENS  GA 30606,280 MARLBOROUGH DOWNS RD ATHENS  GA 30606,(706) 818-9977,LONG-DISTANCE GENERAL FREIGHT
133389,MONDRAGON TRANSPORTATION SERVICES,MONDRAGON TRANSPORTATION SERVICES,157 GLENDALE HTS WINTERVILLE  GA 30683-9778,157 GLENDALE HTS WINTERVILLE  GA 30683-9778,(706) 247-2716,LONG-DISTANCE GENERAL FREIGHT
133970,ROYAL COUNTESS TRUCKING LLC,ROYAL COUNTESS TRUCKING LLC,401 SUMMERBROOK CIR UNIT 433 ATHENS  GA 30606,401 SUMMERBROOK CIR UNIT 433 ATHENS  GA 30606,(678) 979-2484,LONG-DISTANCE GENERAL FREIGHT
132681,S&S RELIABLE TRANSPORT LLC,S&S RELIABLE TRANSPORT LLC,149 DEER CREEK DR ATHENS  GA 30607,149 DEER CREEK DR ATHENS  GA 30607,(706) 247-3045,LONG-DISTANCE GENERAL FREIGHT
133173,SHIELDS TRUCKING LLC,SHIELDS TRUCKING LLC,340 WASHINGTON DR ATHENS  GA 30601,340 WASHINGTON DR ATHENS  GA 30601,(706) 201-3148,LONG-DISTANCE GENERAL FREIGHT
99020,TERI HARRIS TRUCKING LLC,TERI HARRIS TRUCKING LLC,994 WINTERVILLE RD ATHENS  GA 30605,994 WINTERVILLE RD ATHENS  GA 30605,(706) 543-0061,LONG-DISTANCE GENERAL FREIGHT
132814,THEDYCO & SON INC,THEDYCO & SON INC,445 CLASSIC RD ATHENS  GA 30606,445 CLASSIC RD ATHENS  GA 30606,(803) 989-8633,LONG-DISTANCE GENERAL FREIGHT
125029,Z & P LOGISTICS,Z & P LOGISTICS,325 HEATHER CV ATHENS  GA 30606-1390,325 HEATHER CV ATHENS  GA 30606,(478) 206-0577,LONG-DISTANCE GENERAL FREIGHT
132707,CSJ&H TRANSPORTATION SERVICE LLC,CSJ&H TRANSPORTATION SERVICE LLC,280 LEANN DR ATHENS  GA 30601-1116,280 LEANN DR ATHENS  GA 30601-1116,(706) 248-1180,LONG-DISTANCE SPECI GOODS (X U
77837,HARBIN BLDG SUPPLIES OF ATHENS,HARBIN BLDG SUPPLIES OF ATHENS,1508  HIGHWAY 29  N ATHENS  GA 30601,560  SMITH RD LAVONIA  GA 30553,(706) 543-4363,"LUMBER, PLYWOOD, MILLWORK, & W"
131504,RU-WOOD INC,RU-WOOD INC,386 COMMERCE BLVD ATHENS  GA 30606,PO BOX 16 WATKINSVILLE  GA 30677,(706) 769-2400,"LUMBER, PLYWOOD, MILLWORK, & W"
77678,ACCURUS AEROSPACE ATHENS LLC,ACCURUS AEROSPACE ATHENS LLC,180 TRANS TECH DR ATHENS  GA 30601,180 TRANS TECH DR ATHENS  GA 30601,(706) 548-5009,MACHINE SHOP
77797,DOUGLAS MACHINE INC,DOUGLAS MACHINE INC,355  OLD COMMERCE RD ATHENS  GA 30607,PO BOX 80135 ATHENS  GA 30608-0135,(706) 546-9261,MACHINE SHOP
79219,FIRST QUALITY MACHINE INC,FIRST QUALITY MACHINE INC,810 OLD HULL RD ATHENS  GA 30601,810 OLD HULL RD ATHENS  GA 30601,(706) 353-8998,MACHINE SHOP
78772,GEORGIA CNC INC,GEORGIA CNC INC,750 OLD HULL RD ATHENS  GA 30601-1574,750 OLD HULL RD ATHENS  GA 30601-1574,(706) 549-5100,MACHINE SHOP
77131,HUNT BOB MACHINE SHOP,HUNT BOB MACHINE SHOP,120 PARADISE BLVD ATHENS  GA 30607,120 PARADISE BLVD ATHENS  GA 30607,(706) 353-1210,MACHINE SHOP
78298,BAIYEWU CO THE,GIFTS UNLIMITED,420 RIVERMONT RD ATHENS  GA 30606-2320,420 RIVERMONT RD ATHENS  GA 30606-2320,(706) 546-8404,MANAGEMENT CONSULTING SERVICES
129812,CORVID ENVIRONMENTAL CONSULTING,CORVID ENVIRONMENTAL CONSULTING,915 RIVERBEND PKWY ATHENS  GA 30605-2674,915 RIVERBEND PKWY ATHENS  GA 30605-2674,(970) 201-2577,MANAGEMENT CONSULTING SERVICES
99960,JACOBS PROJECT MANAGEMENT CO,JACOBS PROJECT MANAGEMENT CO,0ATHENS/CL CO ATHENS  GA 30601,9191 S JAMAICA ST ENGLEWOOD  CO 80112,(626) 578-3500,MANAGEMENT CONSULTING SERVICES
77206,PADGETT BUSINESS SERV OF ATHENS,PADGETT BUSINESS SERV OF ATHENS,160 HAWTHORNE PARK ATHENS  GA 30606-2147,PO BOX 6024 ATHENS  GA 30604,(706) 548-6843,MANAGEMENT CONSULTING SERVICES
74638,PARRIS GROUP INC THE,PARRIS GROUP INC THE,295  MILLEDGE HTS ATHENS  GA 30606,295  MILLEDGE HTS ATHENS  GA 30606,(706) 613-1986,MANAGEMENT CONSULTING SERVICES
133094,SDL SERVICES LLC,SDL SERVICES LLC,148 PINENUT LN BOGART  GA 30622-1660,148 PINENUT LN BOGART  GA 30622-1660,(860) 222-4562,MANAGEMENT CONSULTING SERVICES
75982,SOURCE CARE MANAGEMENT LLC,NEXTSTEP CARE,1865 W BROAD ST SUITE C ATHENS  GA 30606-3539,PO BOX 952 HAWKINSVILLE  GA 31036,(478) 621-2070,MANAGEMENT CONSULTING SERVICES
132516,ANDREW HEATON,ATHENS VESTA LLC,495 RUTH ST ATHENS  GA 30601-2101,495 RUTH ST ATHENS  GA 30601-2101,(706) 538-3936,MANAGEMENT OF COMPANIES & ENTE
129604,COMPUTRON PC,COMPUTRON PC,120 LAUREL DR ATHENS  GA 30606,120 LAUREL DR ATHENS  GA 30606,(706) 352-5933,MANAGEMENT OF COMPANIES & ENTE
74878,DBT MERCHANDISE INC,DBT MERCHANDISE INC,160 WINSTON DR STE 5 ATHENS  GA 30607-1177,900 DIVISION ST NASHVILLE  TN 37203,(615) 242-2727,MANAGEMENT OF COMPANIES & ENTE
127244,SCHULTE CATERING ATHENS LLC,GRADUATE ATHENS,295 E DOUGHERTY ST ATHENS  GA 30601,2000 HIGH WICKHAM PL SUITE 300 LOUISVILLE  KY 40245,(502) 489-3737,MANAGEMENT OF COMPANIES & ENTE
129582,SUITE 5 GROUP LLC,SUITE 5 GROUP LLC,598 S MILLEDGE AVE STE 5 ATHENS  GA 30605-1262,598 S MILLEDGE AVE STE 5 ATHENS  GA 30605-1262,(706) 353-0709,MANAGEMENT OF COMPANIES & ENTE
121430,THE RED DRESS BOUTIQUE INC,THE RED DRESS BOUTIQUE INC,147  COLLEGE AVE ATHENS  GA 30601,240 COLLINS INDUSTRIAL BLVD SUITE A ATHENS  GA 30601,(706) 369-5823,MANAGEMENT OF COMPANIES & ENTE
77645,FLAMINGO HOME SALES INC,FLAMINGO HOME SALES INC,119 COMMERCE BLVD ATHENS  GA 30606,119 COMMERCE BLVD ATHENS  GA 30606,(706) 549-3600,MANUFACTURED (MOBILE) HOME DEA
132786,LEAFFILTER NORTH OF GEORGIA LLC,LEAFFILTER NORTH OF GEORGIA LLC,400 COMMERCE BLVD SUITE D BOGART  GA 30622,1595 GEORGETOWN RD HUDSON  OH 44236,(800) 290-6106,MARKETING RESEARCH & PUBLIC OP
116445,LIGHT MARK MEDIA LLC,LIGHT MARK MEDIA LLC,523 1/2 PRINCE AVE ATHENS  GA 30601-2450,523 1/2 PRINCE AVE ATHENS  GA 30601-2450,(706) 603-4077,MARKETING RESEARCH & PUBLIC OP
78708,HALLORAN MASONRY INC,HALLORAN MASONRY INC,3100 LEXINGTON RD ATHENS  GA 30605-2445,3100 LEXINGTON RD ATHENS  GA 30605-2445,(706) 549-4241,MASONARY AND STONE CONTRACTORS
87345,NAWKAW CORPORATION,NAWKAW CORPORATION,380 COMMERCE BLVD ATHENS  GA 30606,PO BOX 69 BOGART  GA 30622,(706) 355-3217,MASONARY AND STONE CONTRACTORS
87348,NAWKAW INC,NAWKAW INC,380 COMMERCE BLVD ATHENS  GA 30606,PO BOX 69 BOGART  GA 30622,(706) 355-3217,MASONARY AND STONE CONTRACTORS
128414,FELTMAN BROS INC,FELTMAN BROS INC,0  ATHENS CLARKE CO ADDRESS ATHENS  GA 30601,PO BOX 317 FAIR PLAY  SC 29643,(864) 972-9808,MASONRY CONTRACTOR
67991,ATHENS LITHOTRIPSY LLC,ATHENS LITHOTRIPSY LLC,0 ATHENS/CLARKE CO. ADDRESS ATHENS  GA 30606,6339 E SPEEDWAY BLVD STE 201 TUCSON  AZ 85710-1147,(520) 323-8732,MEDICAL & DIAGNOSTIC LABORATOR
79352,DIAGNOSTIC CLINIC OF ATHENS,ATHENS DIAGNOSTIC CENTER,1063 BAXTER ST ATHENS  GA 30606,PO BOX 48267 ATHENS  GA 30604,(706) 354-1036,MEDICAL & DIAGNOSTIC LABORATOR
77232,LABORATORY CORP OF AMERICA HOL,LABORATORY CORP OF AMERICA HOL,1000 HAWTHORNE AVE ATHENS  GA 30606,231 MAPLE AVE ATTN TAX DEPT BURLINGTON  NC 27215,(706) 546-9822,MEDICAL & DIAGNOSTIC LABORATOR
79256,QUEST DIAGNOSTICS CLINICAL LAB,QUEST DIAGNOSTICS CLINICAL LAB,1000 HAWTHORNE AVE SUITE Q ATHENS  GA 30606,1000 HAWTHORNE AVE SUITE Q ATHENS  GA 30606,(610) 454-4294,MEDICAL & DIAGNOSTIC LABORATOR
77720,TRADEMARK DENTAL CERAMICS INC,TRADEMARK DENTAL CERAMICS INC,700 OGLETHORPE AVE SUITE B6 ATHENS  GA 30606,700 OGLETHORPE AVE SUITE B6 ATHENS  GA 30606,(706) 549-9961,MEDICAL & DIAGNOSTIC LABORATOR
133491,ABLETEC SEATING & MOBILITY,ABLETEC SEATING & MOBILITY,165 BEN BURTON RD SUITE B BOGART  GA 30622,165 BEN BURTON RD SUITE B BOGART  GA 30622,(770) 905-4456,MEDICAL EQUIPMENT & SUPPLIES M
75315,RACKLEY DENTAL INC,RACKLEY DENTAL INC,700 OGLETHORPE AVE STE A1 ATHENS  GA 30606-2221,700 OGLETHORPE AVE STE A1 ATHENS  GA 30606-2221,(706) 549-8282,MEDICAL EQUIPMENT & SUPPLIES M
104599,WHA EQUIPMENT INC,WHA EQUIPMENT INC,355 HAWTHORNE LN ATHENS  GA 30606,355 HAWTHORNE LN ATHENS  GA 30606,(706) 369-1881,MEDICAL EQUIPMENT & SUPPLIES M
128523,LINCARE INC,LINCARE INC,5095 JEFFERSON RD SUITE 100 ATHENS  GA 30607-1752,PO BOX 9004 ATTN TAX DEPT (B-1) CLEARWATER  FL 33758,(727) 530-7700,"MEDICAL, DENTAL, & HOSPITALS E"
128879,CHOSEWOOD LLC,KEMPT,175 N LUMPKIN ST ATHENS  GA 30601,175 N LUMPKIN ST ATHENS  GA 30601,(770) 876-0709,MEN'S CLOTHING STORES
77068,FERGUSONS DICK CLOTHING STORE,FERGUSONS DICK CLOTHING STORE,1059 BAXTER ST ATHENS  GA 30606,1059 BAXTER ST ATHENS  GA 30606,(706) 548-7246,MEN'S CLOTHING STORES
75321,JOS A BANK CLOTHIERS INC,JOS A BANK CLOTHIERS INC,196 ALPS RD SUITE 39 ATHENS  GA 30606,120 S CENTRAL AVE SUITE 350 % CT-BL CLAYTON  MO 63105,(443) 508-4853,MEN'S CLOTHING STORES
78598,MAN STYLE,MAN STYLE,3700 ATLANTA HWY ATHENS  GA 30606-3155,3700 ATLANTA HWY STE 201 ATHENS  GA 30606-3155,(706) 227-3911,MEN'S CLOTHING STORES
79499,MAN STYLE INC,JEANS STOP,3700 ATLANTA HWY ATHENS  GA 30606-3155,3700 ATLANTA HWY STE 212 ATHENS  GA 30606-3155,(706) 369-3112,MEN'S CLOTHING STORES
112729,THE MEN'S WEARHOUSE INC,MEN'S WEARHOUSE #3120,3700 ATLANTA HWY STE 112 ATHENS  GA 30606-3155,120 S CENTRAL AVE SUITE 350 %CT-BL CLAYTON  MO 63105,(706) 559-7341,MEN'S CLOTHING STORES
77641,DYE SHEET METAL LLC,DYE SHEET METAL LLC,135 BEN BURTON RD BOGART  GA 30622,PO BOX 80186 ATHENS  GA 30608,(706) 548-1101,METAL SERVICE CENTERS & OFFICE
78146,ESCOE INDUSTRIAL MECHANICAL IN,ESCOE INDUSTRIAL MECHANICAL IN,650 OLYMPIC DR ATHENS  GA 30601-1629,PO BOX 80287 ATHENS  GA 30608,(706) 353-6896,METAL SERVICE CENTERS & OFFICE
79047,INFRA-METALS CO,ATHENS STEEL,200 DAIRY PAK RD ATHENS  GA 30607,580 MIDDLETOWN BLVD SUITE D-100 LANGHORNE  PA 19047,(706) 552-3850,METAL SERVICE CENTERS & OFFICE
124947,OWEN ELECTRIC STEEL COMPANY OF SC,CMC RECYCLING,590 OLD HULL RD ATHENS  GA 30601,590 OLD HULL RD ATHENS  GA 30601,(706) 613-5201,METAL SERVICE CENTERS & OFFICE
133396,KRAZY KATCH SEAFOOD,B & T FRESH SEAFOOD,4988 OLD LEXINGTON RD ATHENS  GA 30605,4988 OLD LEXINGTON RD ATHENS  GA 30605,(706) 340-3224,MOBILE FOOD SERVICES
116333,LIL ICE CREAM DUDE LLC,LIL ICE CREAM DUDE LLC,140 NOKETCHEE DR ATHENS  GA 30601,140 NOKETCHEE DR ATHENS  GA 30601,(706) 255-7450,MOBILE FOOD SERVICES
74417,ATHENS MORTGAGE RESOURCES INC,ATHENS MORTGAGE RESOURCES INC,710 S MILLEDGE AVE ATHENS  GA 30605-1253,PO BOX 6025 ATHENS  GA 30604,(706) 369-9307,MORTGAGE & NONMORTGAGE LOAN BR
116249,BANK SOUTH MORTGAGE,BANK SOUTH MORTGAGE,100 ATHENS TOWN BLVD STE 2 ATHENS  GA 30606,3290 NORTHSIDE PKWY SUITE 600 ATLANTA  GA 30327,(706) 823-5401,MORTGAGE & NONMORTGAGE LOAN BR
126004,CAPITAL CITY HOME LOANS LLC,CAPITAL CITY HOME LOANS LLC,1045 S MILLEDGE AVE STE 201 ATHENS  GA 30605,1255 LAKES PKWY BLDG 300 SUITE 300 LAWRENCEVILLE  GA 30043,(706) 424-2275,MORTGAGE & NONMORTGAGE LOAN BR
